CAND_ID|CAND_NAME|CAND_PTY_AFFILIATION|CAND_ELECTION_YEAR|CAND_ELECTION_STATE|CAND_ELECTION_TYPE|CAND_INCUMBENT_STATUS|CAND_PCC|CAND_LAT|CAND_LONG|CAND_ZIP|CAND_CITY|CAND_STATE
H0AL02087|ROBY, MARTHA|REP|2014|AL|H|I|C00462143|32.293839742857145|-86.24048460000002|36106|MONTGOMERY|AL
H0AL05049|"CRAMER, ROBERT E ""BUD"" JR"|DEM|2008|AL|H||C00239038|34.720885333333335|-86.56898125|35804|HUNTSVILLE|AL
H0AL05163|BROOKS, MO|REP|2014|AL|H|I|C00464149|34.720885333333335|-86.56898125|35802|HUNTSVILLE|AL
H0AL05189|SHEPARD, TAZEWELL|DEM|2010|AL|H|C|C00477026|34.720885333333335|-86.56898125|35801|HUNTSVILLE|AL
H0AL06088|COOKE, STANLEY KYLE|REP|2010|AL|H|C|C00464222|33.77109|-86.80672|35091|KIMBERLY|AL
H0AL07086|SEWELL, TERRI A.|DEM|2014|AL|H|I|C00458976|33.52148017567568|-86.87121170270271|35201|BIRMINGHAM|AL
H0AL07094|HILLIARD, EARL FREDERICK JR|DEM|2010|AL|H|O|C00460410|33.52148017567568|-86.87121170270271|35202|BIRMINGHAM|AL
H0AL07177|CHAMBERLAIN, DON|REP|2012|AL|H|C|C00482059|32.42272366666666|-87.046876|36701|SELMA|AL
H0AR01083|CRAWFORD, ERIC ALAN RICK|REP|2014|AR|H|I|C00462374|35.81646325|-90.696573|72404|JONESBORO|AR
H0AR01091|GREGORY, JAMES CHRISTOPHER|DEM|2010|AR|H|O|C00472126|35.810466500000004|-89.9422445|72315|BLYTHEVILLE|AR
H0AR01109|CAUSEY, CHAD|DEM|2010|AR|H|O|C00475384|35.81646325|-90.696573|72401|JONESBORO|AR
H0AR01125|SMITH, PRINCELLA D|REP|2010|AR|H|O|C00480905|35.229779|-90.83237|72396|WYNNE|AR
H0AR02107|GRIFFIN, JOHN TIMOTHY|REP|2014|AR|H|I|C00468116|34.757797833333335|-92.34247691666667|72217|LITTLE ROCK|AR
H0AR02131|ELLIOTT, JOYCE ANN|DEM|2010|AR|H|O|C00475764|34.757797833333335|-92.34247691666667|72204|LITTLE ROCK|AR
H0AR03022|SKOCH, BERNARD KURT 'BERNIE'|REP|2010|AR|H|O||35.970492|-93.94296|72727|ELKINS|AR
H0AR03030|WHITAKER, DAVID JEFFREY|DEM|2010|AR|H|O|C00468033|36.05964325|-94.17956425|72702|FAYETTEVILLE|AR
H0AR03055|WOMACK, STEVE|REP|2014|AR|H|I|C00477745|36.342235|-94.07141|72756|ROGERS|
H0AR03063|BLEDSOE, CECILE H|REP|2010|AR|H|O|C00478172|36.340277333333326|-94.111093|72756|ROGERS|AR
H0AR03089|LOWRY, STEVE MR.|REP|2010|AR|H|O|C00480095|36.107078|-94.11592|72703|FAYETTEVILLE|AP
H0AR04038|ROSS, MICHAEL AVERY|DEM|2012|AR|H|C|C00345710|33.806886|-93.36595|71857|PRESCOTT|AR
H0AS00018|FALEOMAVAEGA, ENI|DEM|2014|AS|H|I|C00231092|38.89531540217391|-77.01958254710144|20026|WASHINGTON|DC
H0AZ01184|FLAKE, JEFF MR.|REP|2012|AZ|H|C|C00347260|33.38321239999999|-111.85587515|85205|MESA|AZ
H0AZ01259|GOSAR, PAUL ANTHONY|REP|2014|AZ|H|I|C00461806|34.61406016666667|-112.48644966666667|86302|PRESCOTT|AZ
H0AZ01283|MEHTA, STEVE|REP|2010|AZ|H|C|C00474940|34.2847595|-110.0359725|85901|SHOW LOW|AZ
H0AZ01325|TOBIN, ANDY HON.|REP|2014|AZ|H|C|C00550012|35.485079999999996|-111.8656702|86004|FLAGSTAFF|AZ
H0AZ01333|GRESSLEY, FORREST DAYL|REP|2010|AZ|H|C|C00481267|33.31612320000001|-111.84427620000001|85296|GILBERT|AZ
H0AZ03321|PARKER, VERNON|REP|2014|AZ|H|C|C00541508|33.406690705128206|-112.12873824358972|85016|PHOENIX|AZ
H0AZ03362|QUAYLE, BEN|REP|2012|AZ|H|C|C00475863|33.406690705128206|-112.12873824358972|85028|PHOENIX|AZ
H0AZ03404|SCOTT, BRIAN ALAN|IND|2010|AZ|H|O|C00478735|33.406690705128206|-112.12873824358972|85053|PHOENIX|AZ
H0AZ03412|BAKER, SCOTT|REP|2010|AZ|H|O|C00480053|33.406690705128206|-112.12873824358972|85022|PHOENIX|AZ
H0AZ04485|HILL, BRIAN|IND|2010|AZ|H|C|C00472068|33.406690705128206|-112.12873824358972|85005|PHOENIX|AZ
H0AZ04493|CONTRERAS, JANET L|REP|2010|AZ|H|C|C00474007|33.406690705128206|-112.12873824358972|85041|PHOENIX|AZ
H0AZ04501|PENALOSA, JOSE LUIS JR|IND|2014|AZ|H|O|C00559179|33.406690705128206|-112.12873824358972|85012|PHOENIX|AZ
H0AZ05078|WARD, JIM|REP|2010|AZ|H|C|C00462432|33.5084924375|-111.962746125|85255|SCOTTSDALE|AZ
H0AZ05086|WNUCK, ERIC|REP|2010|AZ|H|C|C00468694|33.5084924375|-111.962746125|85260|SCOTTSDALE|AZ
H0AZ05102|SALVINO, CHRIS|REP|2010|AZ|H|C|C00471912|33.5084924375|-111.962746125|85255|SCOTTSDALE|AZ
H0AZ05128|HILL, JONATHON RYAN|REP|2010|AZ|H|C|C00481028|33.363527500000004|-111.994716625|85281|TEMPE|AZ
H0AZ06043|KELSEY, EASTON CLINT|REP|2010|AZ|H|C|C00472746|33.31612320000001|-111.84427620000001|85297|GILBERT|AZ
H0AZ07017|MCCLUNG, RUTH CRAWFORD|REP|2010|AZ|H|C|C00462309|32.15193782692308|-111.18440194230767|85745|TUCSON|AZ
H0AZ07025|MYERS, TERRY LON|REP|2010|AZ|H|C|C00481069|32.15193782692308|-111.18440194230767|85745|TUCSON|AZ
H0AZ08015|KELLY, JESSE|REP|2012|AZ|H|C|C00460808|32.15193782692308|-111.18440194230767|85743|TUCSON|AZ
H0AZ08031|MILLER, BRIAN ALLAN|REP|2010|AZ|H|C|C00462721|32.15193782692308|-111.18440194230767|85708|TUCSON|AZ
H0AZ08056|PATON, JONATHAN|REP|2012|AZ|H|C|C00474270|32.15193782692308|-111.18440194230767|85710|TUCSON|AZ
H0CA00082|PORTANTINO, ANTHONY|DEM|2012|CA|H|C|C00479188|33.94396584158416|-118.29928288118809|90071|LOS ANGELES|CA
H0CA00108|COTTON, STANLEY S|DEM|2010|CA|H|C|C00480624|33.647287|-115.65742900000001|92270|RANCHO MIRAGE|CA
H0CA02138|REED, JAMES E|DEM|2012|CA|H|C|C00502146|41.056097|-121.49021|96028|FALL RIVER MILLS|CA
