CAND_ID|CAND_NAME|CAND_PTY_AFFILIATION|CAND_ELECTION_YEAR|CAND_ELECTION_STATE|CAND_ELECTION_TYPE|CAND_INCUMBENT_STATUS|CAND_PCC|CAND_LAT|CAND_LONG|CAND_ZIP|CAND_CITY|CAND_STATE
H0AK00063|MILES, DAE|DEM|2000|AK|H|C||64.8607398|-147.5316743|99708|FAIRBANKS|AK
H0AL01022|COFFEE, DICK|LIB|2002|AL|H|C||30.67357146511628|-88.1529814883721|36604|MOBILE|AL
H0AL02061|WOODS, CHARLES|DEM|2002|AL|H|C|C00362657|31.191197199999998|-85.3992864|36302|DOTHAN|AL
H0AL02079|MCGAHAN, WALLACE BYRON JR|LIB|2000|AL|H|C|C00359406|31.692576|-85.55787|36017|CLIO|AL
H0AL03101|DIAL, GERALD OSCAR|DEM|1996|AL|H|C|C00319988|33.328958|-85.72073|36266|LINEVILLE|AL
H0AL04026|FOLSOM, MARSHA GUTHRIE|DEM|2000|AL|H|C|C00349282|34.18181774999999|-86.850244|35056|CULLMAN|AL
H0AL05049|"CRAMER, ROBERT E ""BUD"" JR"|DEM|2002|AL|H|I|C00239038|34.720885333333335|-86.56898125|35804|HUNTSVILLE|AL
H0AL06070|REAGIN, TERRY|REP|2000|AL|H|C|C00359323|33.52148017567568|-86.87121170270271|35244|BIRMINGHAM|AL
H0AL07060|DAVIS, ARTUR GENESTRE|DEM|2002|AL|H|C|C00347872|33.43500924999999|-86.9631095|35020|BESSEMER|AL
H0AL07078|MARTIN, ED|REP|2000|AL|H|C|C00358317|33.52148017567568|-86.87121170270271|35243|BIRMINGHAM|AL
H0AR01059|SUTFIN, JASON ERIC|REP|2000|AR|H|C|C00348904|35.81646325|-90.696573|72404|JONESBORO|AR
H0AR01067|MYSHKA, SUSAN J|REP|2000|AR|H|C|C00350124|35.81646325|-90.696573|72401|JONESBORO|AR
H0AR02073|MARTIN, ROD D|REP|2000|AR|H|C|C00351312|34.757797833333335|-92.34247691666667|72207|LITTLE ROCK|AR
H0AR02081|THOMAS, ROBERT GRANT|REP|2000|AR|H|C|C00356857|34.757797833333335|-92.34247691666667|72223|LITTLE ROCK|AR
H0AR04038|ROSS, MICHAEL AVERY|DEM|2002|AR|H|I|C00345710|33.806886|-93.36595|71857|PRESCOTT|AR
H0AR04046|HARRIS, BRUCE C|DEM|2000|AR|H|C|C00346874|34.20609675|-92.01493975|71603|PINE BLUFF|AR
H0AR04053|GRAHAM, CECIL DEWAYNE|DEM|2000|AR|H|C|C00348508|34.532516|-93.048397|71913|HOT SPRINGS|AR
H0AS00018|FALEOMAVAEGA, ENI|DEM|2002|AS|H|I|C00231092|38.89531540217391|-77.01958254710144|20515|Washington|DC
H0AZ01184|FLAKE, JEFF L|REP|2002|AZ|H|I|C00347260|33.38321239999999|-111.85587515|85205|MESA|AZ
H0AZ01192|HUPPENTHAL, JOHN F|REP|2000|AZ|H|O|C00348326|33.281833875000004|-111.904332375|85224|CHANDLER|AZ
H0AZ01200|BEATTY, JOHN THOMAS|REP|2000|AZ|H|O|C00348748|33.281833875000004|-111.904332375|85224|CHANDLER|AZ
H0AZ01218|LIDDY, THOMAS PURCELL|REP|2000|AZ|H|O|C00349381|33.281833875000004|-111.904332375|85226|CHANDLER|AZ
H0AZ01226|DICICCIO, SALVATORE A|REP|2000|AZ|H|O|C00353821|33.406690705128206|-112.12873824358972|85048|PHOENIX|AZ
H0AZ03222|HARTSTONE, ROGER D|DEM|2002|AZ|H|O|C00367813|35.485079999999996|-111.8656702|86002|FLAGSTAFF|AZ
H0AZ03248|SCHARER, GENE PAUL|DEM|2000|AZ|H|O|C00376632|33.49021461538462|-112.19915230769229|85302|GLENDALE|AZ
H0AZ03263|CALVERT, LINDA JOYCE|DEM|2002|AZ|H|O|C00356105|33.49021461538462|-112.19915230769229|85308|GLENDALE|AZ
H0AZ03271|CARLSON, EDWARD R.|LIB|2000|AZ|H|C||33.406690705128206|-112.12873824358972|85022|PHOENIX|AZ
H0AZ04477|GAUDREAU, EDWARD|LIB|2000|AZ|H|C||33.406690705128206|-112.12873824358972|85017|PHOENIX|AZ
H0AZ05037|RYAN, MARY JUDGE|DEM|2002|AZ|H|C|C00343723|32.15193782692308|-111.18440194230767|85710|TUCSON|AZ
H0AZ05045|CUNNINGHAM, GEORGE|DEM|2000|AZ|H|C|C00352625|32.15193782692308|-111.18440194230767|85711|TUCSON|AZ
H0AZ06019|HARRIS, KEVIN BRUCE|DEM|2000|AZ|H|C|C00357814|35.485079999999996|-111.8656702|86004|FLAGSTAFF|AZ
H0AZ06027|NELSON, LAWRENCE ROBERT|DEM|2000|AZ|H|C|C00360586|32.597198|-110.60293|85631|SAN MANUEL|AZ
H0CA00033|GOLD, SIDNEY|DEM|2000|CA|H|C|C00344093|34.032121000000004|-118.399566|91344|GRANADA HILLS|CA
H0CA01064|RIGGS, FRANK D|REP|1998|CA|H|C|C00237834|38.54486|-122.80785|94592|WINDSOR|CA
H0CA01106|WIESNER, LAWRENCE R|REP|2002|CA|H|C|C00368100|38.44940955555556|-122.73874188888888|95404|SANTA ROSA|CA
H0CA01114|HITT, KENNETH ALLAN|REP|2000|CA|H|C|C00348995|38.257712999999995|-122.0694635|94585|FAIRFIELD|CA
H0CA02104|MARTIN, CHARLES R.|LIB|2002|CA|H|C||41.460403|-122.38544|96094|WEED|CA
H0CA04084|YONKER, PARK|REP|2002|CA|H|C||37.505484|-119.92527|95338|MARIPOSA|CA
H0CA04100|NORBERG, MARK A|DEM|2002|CA|H|C|C00371195|38.75107966666666|-121.29290666666668|95678|ROSEVILLE|CA
H0CA05040|PAYNE, KENNETH J|REP|2000|CA|H|C|C00353425|38.639353|-121.327117|95608|CARMICHAEL|CA
H0CA06071|BARTON, RICHARD O.|LIB|2002|CA|H|C||38.35729383333333|-122.82139533333333|94954|PETALUMA|CA
