CMTE_ID|CMTE_NAME|CMTE_DESIGN|CMTE_TYPE|CMTE_PTY_AFFILIATION|CAND_ID|CONNECTED_ORG_TYPE|CONNECTED_ORG_NAME|CMTE_LAT|CMTE_LONG|CMTE_ZIP|CMTE_CITY|CMTE_STATE
C00000018|IRONWORKERS LOCAL UNION NO. 25 POLITICAL EDUCATION COMMITTEE|U|Q|||L|IRON WORKERS; INT'L ASS'N OF BRIDGE...|42.47835725|-83.48105875|48050|NOVI|MI
C00000026|INTERNATIONAL CHIROPRACTORS POLITICAL ACTION COMMITTEE|U|Q|UNK||T|CHIROPRACTORS ASSOCIATION; INT'L|38.89531540217391|-77.01958254710144|20036|WASHINGTON|DC
C00000042|ILLINOIS TOOL WORKS INC POLITICAL ACTION COMMITTEE|U|Q|||C|ILLINOIS TOOL WORKS INC|41.85168971764706|-87.67981902352942|60631|CHICAGO|IL
C00000059|HALLMARK POLITICAL ACTION COMMITTEE-FEDERAL HALLPAC-FEDERAL|U|Q|UNK||C|HALLMARK CARDS INCORPORATED|39.095393654320986|-94.49784748148147|64141|KANSAS CITY|MO
C00000117|AMERICANS FOR CONSTITUTIONAL ACTION (ACA)|U|Q|||M|NONE|38.89531540217391|-77.01958254710144|20024|WASHINGTON|DC
C00000125|ARCHER FOR CONGRESS COMMITTEE|P|H|DEM|H6TX07029|||29.799726263736265|-95.41993828571431|77019|HOUSTON|TX
C00000182|DEMOCRATIC CONGRESSIONAL DINNER COMMITTEE|J|Y|DEM|||DSCC, DCCC|38.89531540217391|-77.01958254710144|20003|WASHINGTON|DC
C00000323|WHITEHURST FOR CONGRESS|P|H||H6VA02040|||36.904774599999996|-76.25027552|23514|NORFOLK|VA
C00000364|DEVINE FOR CONGRESS COMMITTEE|P|H||H6OH12028|||39.98950240816327|-82.9981626734694|43215|COLUMBUS|OH
C00000372|MAINTENANCE OF WAY POLITICAL LEAGUE|U|Q|UNK||L|MAINTENANCE OF WAY EMPLOYEES|42.30390803846153|-83.1278015|48203|DETROIT|MI
C00000422|AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N: AMERICAN        [AMPAC]|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000463|CITIZENS FOR SNYDER|P|H||H6KY04031|||38.257489|-85.65134|40207|ST MATTHEWS|KY
C00000489|D R I V E POLITICAL FUND, CHAPTER 886|U|Q|||L|TEAMSTERS; INT'L BROTHERHOOD OF|35.505733112499996|-97.47160356250001|73107|OKLAHOMA CITY|OK
C00000505|GLENN ANDERSON CAMPAIGN COMMITTEE|P|H|DEM|H6CA32025|||33.811667799999995|-118.31364399999998|90505|TORRANCE|CA
C00000547|KANSAS MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; KANSAS          [AMPAC]|39.041098899999994|-95.74326307499999|66612|TOPEKA|KS
C00000554|LATTA FOR CONGRESS COMMITTEE|P|H||H6OH05022|||41.137873|-84.56377|45879|PAULDING|OH
C00000638|INDIANA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N: AMERICAN|39.797402600000005|-86.1365729|46208|INDIANAPOLIS|IN
C00000729|AMERICAN DENTAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|DENTAL ASS'N; AMERICAN|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000745|YATES FOR CONGRESS COMMITTEE|P|H||H6IL09038|||41.85168971764706|-87.67981902352942|60657|CHICAGO|IL
C00000760|ROBINSON FOR CONGRESS|P|H|UNK|H6VA07031|||39.2018532|-78.21303559999998|22601|WINCHESTER|VA
C00000794|LENT FOR CONGRESS COMMITTEE|P|H|UNK|H6NY04039|||40.603159|-73.65515|11558|ISLAND PARK|NY
C00000810|REPUBLICAN CONGRESSIONAL BOOSTERS CLUB|U|Q|REP||M||38.881762|-76.99447|20003|WASHINGTON,|DC
