CMTE_ID|CMTE_NAME|CMTE_DESIGN|CMTE_TYPE|CMTE_PTY_AFFILIATION|CAND_ID|CONNECTED_ORG_TYPE|CONNECTED_ORG_NAME|CMTE_LAT|CMTE_LONG|CMTE_ZIP|CMTE_CITY|CMTE_STATE
C00000018|IRONWORKERS LOCAL UNION NO. 25 POLITICAL EDUCATION COMMITTEE|U|Q|||L|IRON WORKERS; INT'L ASS'N OF BRIDGE...|42.30390803846153|-83.1278015|48235|DETROIT|MI
C00000026|INTERNATIONAL CHIROPRACTORS POLITICAL ACTION COMMITTEE|U|Q|UNK||T|CHIROPRACTORS ASSOCIATION; INT'L|38.89531540217391|-77.01958254710144|20036|WASHINGTON|DC
C00000042|ILLINOIS TOOL WORKS INC. POLITICAL ACTION COMMITTEE|U|Q|||C|ILLINOIS TOOL WORKS INC|41.85168971764706|-87.67981902352942|60631|CHICAGO|IL
C00000059|HALLMARK POLITICAL ACTION COMMITTEE-FEDERAL HALLPAC-FEDERAL|U|Q|UNK||C|HALLMARK CARDS INCORPORATED|38.89531540217391|-77.01958254710144|20004|WASHINGTON|DC
C00000117|AMERICANS FOR CONSTITUTIONAL ACTION (ACA)|U|Q|||M|NONE|38.89531540217391|-77.01958254710144|20024|WASHINGTON|DC
C00000125|ARCHER FOR CONGRESS COMMITTEE|P|H|DEM|H6TX07029|||29.799726263736265|-95.41993828571431|77019|HOUSTON|TX
C00000141|BURTON FOR CONGRESS CAMPAIGN COMMITTEE|P|H||H6CA06029|||37.77660142253521|-122.6107330704225|94104|SAN FRANCISCO|CA
C00000182|DEMOCRATIC CONGRESSIONAL DINNER COMMITTEE|J|Y|DEM|||DSCC, DCCC|38.89531540217391|-77.01958254710144|20001|WASHINGTON|DC
C00000273|KEEP RHODES IN CONGRESS COMMITTEE|U|Q|UNK||M||33.38321239999999|-111.85587515|85201|MESA|AZ
C00000323|WHITEHURST FOR CONGRESS|P|H||H6VA02040|||36.904774599999996|-76.25027552|23510|NORFOLK|VA
C00000349|BURGENER FOR CONGRESS COMMITTEE|P|H|REP|H6CA43030|||32.89411814814816|-116.99533772839506|92138|SAN DIEGO|CA
C00000364|DEVINE FOR CONGRESS COMMITTEE|P|H||H6OH12028|||39.98950240816327|-82.9981626734694|43215|COLUMBUS|OH
C00000372|MAINTENANCE OF WAY POLITICAL LEAGUE|U|Q|UNK||L|MAINTENANCE OF WAY EMPLOYEES|42.30390803846153|-83.1278015|48203|DETROIT|MI
C00000398|MORGAN COUNTY REPUBLICAN EXECUTIVE COMMITTEE|U|Y|REP|||REPUBLICAN STATE CENT & EXEC CMTE OHIO|39.675911|-81.79548|43756|MCCONNELSVILLE|OH
C00000422|AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N: AMERICAN        [AMPAC]|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000430|ANDREWS FOR CONGRESS COMMITTEE|P|H||H6ND00017|||46.91068671428572|-97.09320092857145|58102|FARGO|ND
C00000463|CITIZENS FOR SNYDER|P|H||H6KY04031|||38.20007860606061|-85.68525571212122|40207|LOUISVILLE|KY
C00000471|COMMITTEE TO RE-ELECT CONGRESSMAN LIONEL VAN DEERLIN|P|H||H6CA42040|||32.89411814814816|-116.99533772839506|92112|SAN DIEGO|CA
C00000489|DRIVE POLITICAL FUND, CHAPTER 886*|U|Q|||L|TEAMSTERS; INT'L BROTHERHOOD OF|35.505733112499996|-97.47160356250001|73107|OKLAHOMA CITY|OK
C00000505|GLENN ANDERSON CAMPAIGN COMMITTEE|P|H||H6CA32025|||33.810848|-118.35096|90505|TORRENCE|CA
C00000539|FRIENDS OF JIM COLLINS|P|H|REP|H6TX03010|||32.785762754098364|-96.78275256557379|75240|DALLAS|TX
C00000547|KANSAS MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; KANSAS          [AMPAC]|39.041098899999994|-95.74326307499999|66612|TOPEKA|KS
C00000554|LATTA FOR CONGRESS COMMITTEE|P|H||H6OH05022|||41.137873|-84.56377|45879|PAULDING|OH
C00000620|WYANDOT COUNTY REPUBLICAN COMMITTEE|U|X|REP||||40.82732|-83.29921|43351|UPPER SANDUSKY|OH
C00000638|INDIANA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N; INDIANA         [AMPAC]|39.797402600000005|-86.1365729|46208|INDIANAPOLIS|IN
C00000729|AMERICAN DENTAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|DENTAL ASS'N; AMERICAN|38.89531540217391|-77.01958254710144|20036|WASHINGTON|DC
C00000745|YATES FOR CONGRESS COMMITTEE|P|H||H6IL09038|||41.85168971764706|-87.67981902352942|60657|CHICAGO|IL
C00000760|ROBINSON FOR CONGRESS COMMITTEE|P|H|UNK|H6VA07031|||39.2018532|-78.21303559999998|22601|WINCHESTER|VA
C00000794|LENT FOR CONGRESS COMMITTEE|P|H|UNK|H6NY04039|||40.603159|-73.65515|11558|ISLAND PARK|NY
C00000810|REPUBLICAN CONGRESSIONAL BOOSTERS CLUB|U|Q|REP||M||38.881762|-76.99447|20003|WASHINGTON,|DC
C00000828|FRIENDS OF ED JONES|P|H|DEM|H6TN07039|||36.135364|-89.111653|38389|YORKVILLE|TN
C00000851|MCCORMACK CONGRESSIONAL COMMITTEE|P|H||H6WA04034|||45.696394333333345|-122.58331853333333|98666|VANCOUVER|WA
C00000885|INTL BROTHERHOOD OF PAINTERS & ALLIED TRADES POLITICAL ACTION TOGETHER POLITICAL COMMITTEE|U|Q|UNK||L|PAINTERS & ALLIED TRADES; INT'L BRTH'D|38.89531540217391|-77.01958254710144|20006|WASHINGTON|DC
C00000901|BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS|U|Q|UNK||T|HOME BUILDERS; NAT'L ASS'N OF|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000927|FOUNTAIN FOR CONGRESS COMMITTEE|P|H||H6NC02023|||35.9422315|-77.80384|27801|ROCKY MOUNT|NC
C00000935|DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE INC|U|Y|DEM|||DNCC, DCDC, DH & SC|38.89531540217391|-77.01958254710144|20001|WASHINGTON|DC
C00000943|KNUDSEN EMPLOYEE'S POLITICAL ACTION FUND|U|Q|DEM||C|KNUDSEN CORPORATION|33.94396584158416|-118.29928288118809|90051|LOS ANGELES|CA
C00000950|UNITED CONGRESSIONAL APPEAL|U|Q|UNK||M|NONE|38.89531540217391|-77.01958254710144|20003|WASHINGTON|DC
C00000984|UNITED STATES INDEPENDENT TELEPHONE ASSOCIATION POLITICAL ACTION COMMITTEE (USITAPAC)|U|Q|UNK||T|TELEPHONE ASS'N; U S INDEPENDENT|38.89531540217391|-77.01958254710144|20006|WASHINGTON|DC
C00000992|BRANCH COUNTY REPUBLICAN COMMITTEE|U|X|REP||||41.776287|-84.8376|49255|MONTGOMERY|MI
C00001008|LOUISIANA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N; LOUISIANA       [AMPAC]|29.992950545454548|-89.96252163636365|70113|NEW ORLEANS|LA
C00001016|CARPENTERS' LEGISLATIVE IMPROVEMENT COMMITTEE|U|Q|DEM||L|CARPENTERS & JOINERS OF AMER; UN BRTHD|38.89531540217391|-77.01958254710144|20001|WASHINGTON|DC
C00001081|SECOND DISTRICT CONGRESSIONAL COMMITTEE (AKA DICKINSON FOR CONGRESS CMTE.)|P|H|REP|H6AL02050|||32.293839742857145|-86.24048460000002|36103|MONTGOMERY|AL
C00001099|DRIVE 42|U|Q|UNK||L|TEAMSTERS; INT'L BROTHERHOOD OF|33.94396584158416|-118.29928288118809|90015|LOS ANGELES|CA
C00001107|MELVIN PRICE CAMPAIGN COMMITTEE|P|H||H6IL23021|||38.513570800000004|-89.99036819999999|62221|BELLEVILLE|IL
C00001115|FRIENDS OF HAM FISH, JR.|P|H||H6NY25042|||41.72302825|-73.8219295|12603|POUGHKEEPSIE|NY
C00001149|CMTE TO RE-ELECT CONG M. J. HARRINGTON|P|H||H6MA06038|||42.624015|-70.67552|01930|MAGNOLIA|MA
C00001156|MICH. SAVINGS & LOAN LEAGUE PUBLIC AFFAIRS COMMITTEE (SAPAC-MI)|U|Q|||T|MICH. SAVINGS & LOAN LEAGUE|42.67509583333333|-84.52129325|48933|LANSING|MI
C00001164|BROOMFIELD CAMPAIGN COMMITTEE|P|H||H6MI19020|||42.574254499999995|-83.253826|48012|BIRMINGHAM|MI
C00001180|MICHIGAN DOCTORS POLITICAL ACTION COMMITTEE|U|Q|REP||T|MEDICAL ASS'N; MICHIGAN        [AMPAC]|42.6991935|-84.4468445|48823|EAST LANSING|MI
C00001198|AMERICAN HOTEL MOTEL POLITICAL ACTION COM|U|Q|||T|HOTEL MOTEL ASS'N; AMERICAN|38.906778|-77.04148|20036|WASHINTON|DC
C00001214|TEXAS MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE-TEXPAC|U|Q|DEM||T|MEDICAL ASS'N; TEXAS           [AMPAC]|30.319931120481932|-97.75807027710842|78705|AUSTIN|TX
C00001222|WINN FOR CONGRESS COMMITTEE|P|H|REP|H6KS03043|||38.94522368571429|-94.7441756|66201|SHAWNEE MISSION|KS
C00001248|COUGHLIN FOR CONGRESS COMMITTEE|P|H||H6PA13020|||40.089595800000005|-75.51483600000002|19404|NORRISTOWN|PA
C00001289|UNION OIL POLITICAL AWARENESS FUND|U|Q|UNK||C|UNION OIL COMPANY OF CALIFORNIA|33.94396584158416|-118.29928288118809|90017|LOS ANGELES|CA
C00001297|WYLIE FOR CONGRESS COMMITTEE|P|H|REP|H6OH15039|||39.98950240816327|-82.9981626734694|43215|COLUMBUS|OH
C00001305|REPUBLICAN PARTY OF VIRGINIA|U|Y|REP||||37.53787187272727|-77.48557634545455|23219|RICHMOND|VA
C00001313|MINNESOTA INDEPENDENT-REPUBLICAN FINANCE COMMITTEE|U|Y|REP||||44.935315|-93.12049|55102|ST. PAUL|MN
C00001339|ATLANTA DRIVE|U|Q|||L|TEAMSTERS; INT'L BROTHERHOOD OF|33.828458666666684|-84.40236618918924|30315|ATLANTA|GA
C00001347|HAWAII MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; HAWAII          [AMPAC]|23.99200566666667|-165.5305597777778|96814|HONOLULU|HI
C00001354|INDEPENDENT MEDICINE'S POLITICAL ACTION COMMITTEE TENNESSEE|U|Q|UNK||T|MEDICAL ASS'N; TENNESSEE       [AMPAC]|36.1671290888889|-86.78986146666668|37202|NASHVILLE|TN
C00001388|MID-AMERICA DAIRYMEN INC AGRICULTURAL & DAIRY EDUCATIONAL POLITICAL TRUST ADEPT|U|Q|||V|DAIRYMEN INC; MID-AMERICAN|37.2539538125|-93.269457875|65805|SPRINGFIELD|MO
C00001396|7TH CONGRESSIONAL DISTRICT DEMOCRATIC PARTY OF WISCONSIN|U|Y|DEM|||DEMOCRATIC PARTY OF WISCONSIN|45.181311|-89.70469|54452|MERRILL|WI
C00001404|PEOPLE FOR BOLLING|P|H||H6MO05023|||39.095393654320986|-94.49784748148147|64106|KANSAS CITY|MO
C00001420|MISSOURI MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; MISSOURI        [AMPAC]|38.534770272727265|-92.23967436363635|65101|JEFFERSON CITY|MO
C00001446|NATIONAL HOME FURNISHINGS ASSOCIATION PAC|U|Q|UNK||T|HOME FURNISHINGS ASS'N; NAT'L|41.85168971764706|-87.67981902352942|60654|CHICAGO|IL
C00001461|ALASKA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N; ALASKA          [AMPAC]|61.15772075|-149.747957125|99504|ANCHORAGE|AK
C00001503|YATRON FOR CONGRESS COMTE|P|H||H6PA06024|||40.35301676923076|-75.94564069230769|19602|READING|PA
C00001537|TEAMSTERS LOCAL 795 LEGISLATIVE & EDUCATION FUND|U|Q|||L|TEAMSTERS; INT'L BROTHERHOOD OF|37.682063225|-97.361390075|67210|WICHITA|KS
C00001552|RHODE ISLAND MEDICAL POLITICAL ACTION COMMITTEE (RIMPAC)|U|Q|NNE||T|MEDICAL ASS'N; RHODE ISLAND    [AMPAC]|41.82769961538462|-71.43406653846154|02903|PROVIDENCE|RI
C00001586|BUCHANAN FOR CONGRESS COMMITTEE|P|H||H6AL06028|||33.52148017567568|-86.87121170270271|35226|BIRMINGHAM|AL
C00001594|COMMITTEE FOR THOROUGH AGRICULTURAL POLITICAL EDUCATION OF ASSOCIATED MILK PRODUCERS, INC.|U|Q|UNK||V|MILK PRODUCERS INC; ASSOCIATED|29.463401422222216|-98.49665103333332|78284|SAN ANTONIO|TX
C00001636|TRANSPORTATION POLITICAL EDUCATION LEAGUE|U|Q|||L|TRANSPORTATION UNION; UNITED|41.55917763829786|-81.65604136170215|44107|CLEVELAND|OH
C00001644|STRATTON FOR CONGRESS CAMPAIGN COMMITTEE|P|H|DEM|H6NY28012|||42.81300672727272|-73.9679959090909|12301|SCHENECTADY|NY
C00001669|MAINE MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; MAINE           [AMPAC]|44.782568|-69.69212|04976|SKOWHEGAN|ME
C00001685|GEORGIA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; GEORGIA         [AMPAC]|33.828458666666684|-84.40236618918924|30357|ATLANTA|GA
C00001693|THOMPSON'S PEOPLE|P|H||H6NJ04026|||40.276782|-74.72951|08648|LAWRENCEVILLE|NJ
C00001701|VIOLETTE FOR CONGRESS COMMITTEE|A|H|||||47.042226|-68.61588|04739|EAGLE LAKE|ME
C00001727|BUSINESS INDUSTRY POLITICAL ACTION COMMITTEE|U|Q|UNK||M|NONE|38.89531540217391|-77.01958254710144|20006|WASHINGTON|DC
C00001735|JACKSON COUNTY REPUBLICAN COMMITTEE|U|Y|REP|||JACKSON COUNTY REPUBLICAN FINANCE CMTE|42.2486965|-84.35545625|49204|JACKSON|MI
C00001743|LOCAL 1814 INTERNATIONAL LONGSHOREMENS ASSOC AFL-CIO POLITICAL ACTION AND EDUCATION FUND|U|Q|||L|LONGSHOREMEN'S ASSOCIATION; INT'L|40.65091198076924|-73.95300596153847|11231|BROOKLYN|NY
C00001768|QUILLEN FOR CONGRESS COMMITTEE|P|H||H6TN01040|||36.52616033333333|-82.48835266666667|37662|KINGSPORT|TN
C00001776|NEW MEXICO MEDICAL POLITICAL ACTION COMMITTEE (AKA NEMPAC)|U|Q|UNK||T|MEDICAL ASS'N; NEW MEXICO      [AMPAC]|35.07455360000001|-106.63356884444445|87125|ALBUQUERQUE|NM
C00001784|AMERICAN APPAREL MANUFACTURERS POLITICAL ACTION COMMITTEE|U|Q|REP||T|APPAREL MANUFACTURERS ASS'N; AMERICAN|38.87518503125|-77.09935687500001|22209|ARLINGTON|VA
C00001818|WASHINGTON MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; WASHINGTON      [AMPAC]|47.53192905084746|-122.12633125423729|98121|SEATTLE|WA
