CMTE_ID|CMTE_NAME|CMTE_DESIGN|CMTE_TYPE|CMTE_PTY_AFFILIATION|CAND_ID|CONNECTED_ORG_TYPE|CONNECTED_ORG_NAME|CMTE_LAT|CMTE_LONG|CMTE_ZIP|CMTE_CITY|CMTE_STATE
C00000026|INTERNATIONAL CHIROPRACTORS POLITICAL ACTION COMMITTEE|U|Q|UNK||T|CHIROPRACTORS ASSOCIATION; INT'L|38.87518503125|-77.09935687500001|22201|ARLINGTON|VA
C00000042|ILLINOIS TOOL WORKS INC POLITICAL ACTION COMMITTEE|U|Q|||C|ILLINOIS TOOL WORKS INC|42.07672|-87.81922|60025|GLENVIEW|IL
C00000059|HALLMARK POLITICAL ACTION COMMITTEE-FEDERAL HALLPAC-FEDERAL|U|Q|UNK||C|HALLMARK CARDS INCORPORATED|39.095393654320986|-94.49784748148147|64108|KANSAS CITY|MO
C00000117|AMERICANS FOR CONSTITUTIONAL ACTION (ACA)|U|Q|||M|NONE|38.89531540217391|-77.01958254710144|20024|WASHINGTON|DC
C00000125|ARCHER FOR CONGRESS COMMITTEE|P|H|DEM|H6TX07029|||29.799726263736265|-95.41993828571431|77019|HOUSTON|TX
C00000182|DEMOCRATIC CONGRESSIONAL DINNER COMMITTEE|J|Y|DEM|||DSCC, DCCC|38.89531540217391|-77.01958254710144|20003|WASHINGTON|DC
C00000372|MAINTENANCE OF WAY POLITICAL LEAGUE|U|Q|UNK||L|MAINTENANCE OF WAY EMPLOYEES|42.30390803846153|-83.1278015|48203|DETROIT|MI
C00000422|AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N: AMERICAN        [AMPAC]|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000463|CITIZENS FOR SNYDER|P|H||H6KY04031|||38.0342545|-85.4672665|40056|PEWEE VALLEY|KY
C00000489|D R I V E POLITICAL FUND, CHAPTER 886|U|Q|||L|TEAMSTERS; INT'L BROTHERHOOD OF|35.505733112499996|-97.47160356250001|73107|OKLAHOMA CITY|OK
C00000505|GLENN ANDERSON CAMPAIGN COMMITTEE|P|H|DEM|H6CA32025|||33.793384|-118.31611|90717|LOMITA|CA
C00000547|KANSAS MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; KANSAS          [AMPAC]|39.041098899999994|-95.74326307499999|66612|TOPEKA|KS
C00000554|LATTA FOR CONGRESS COMMITTEE|P|H||H6OH05022|||41.137873|-84.56377|45879|PAULDING|OH
C00000638|INDIANA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N: AMERICAN|39.797402600000005|-86.1365729|46208|INDIANAPOLIS|IN
C00000729|AMERICAN DENTAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|DENTAL ASS'N; AMERICAN|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000745|YATES FOR CONGRESS COMMITTEE|P|H||H6IL09038|||38.93276|-77.1677|22101|MCCLEAN|VA
C00000794|LENT FOR CONGRESS COMMITTEE|P|H|UNK|H6NY04039|||40.603159|-73.65515|11558|ISLAND PARK|NY
C00000810|REPUBLICAN CONGRESSIONAL BOOSTERS CLUB|U|Q|NNE||M||38.881762|-76.99447|20003|WASHINGTON,|DC
C00000828|FRIENDS OF ED JONES|P|H|DEM|H6TN07039|||36.135364|-89.111653|38389|YORKVILLE|TN
C00000885|INTERNATIONAL BROTHERHOOD OF PAINTERS & ALLIED TRADES POLITICAL ACTION TOGETHER POL CMTE|U|Q|UNK||L|PAINTERS & ALLIED TRADES; INT'L BRTH'D|38.89531540217391|-77.01958254710144|20006|WASHINGTON|DC
C00000901|BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS|U|Q|UNK||T|HOME BUILDERS; NAT'L ASS'N OF|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00000935|DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE INC|U|Y|DEM|||DEM AGENDA 90'S/DEM DECADE|38.89531540217391|-77.01958254710144|20003|WASHINGTON|DC
C00000943|KNUDSEN EMPLOYEE'S POLITICAL ACTION FUND|U|Q|NNE||C|KNUDSEN CORPORATION|33.94396584158416|-118.29928288118809|90051|LOS ANGELES|CA
C00000984|UNITED STATES TELEPHONE ASS'N PAC (FORMERLY-UNITED STATES INDEPENDENT TELEPHONE ASS'N PAC)|U|Q|UNK||T|TELEPHONE ASSOCIATION; US|38.89531540217391|-77.01958254710144|20036|WASHINGTON|DC
C00000992|BRANCH COUNTY REPUBLICAN COMMITTEE|U|X|REP|||MICHIGAN REPUBLICAN PARTY|41.912776|-85.0142|49036|COLDWATER|MI
C00001008|LOUISIANA STATE MEDICAL SOCIETY POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N; LOUISIANA       [AMPAC]|30.475762928571427|-91.10245178571428|70825|BATON ROUGE|LA
C00001016|CARPENTERS LEGISLATIVE IMPROVEMENT COMM, UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AME|U|Q|NNE||L|CARPENTERS & JOINERS OF AMER; UN BRTHD|38.89531540217391|-77.01958254710144|20001|WASHINGTON|DC
C00001081|DICKINSON SECOND DISTRICT CONGRESSIONAL COMMITTEE|P|H|REP|H6AL02050|||32.293839742857145|-86.24048460000002|36103|MONTGOMERY|AL
C00001099|D R I V E 42|U|Q|UNK||L|TEAMSTERS; INT'L BROTHERHOOD OF|33.94396584158416|-118.29928288118809|90015|LOS ANGELES|CA
C00001107|MELVIN PRICE CAMPAIGN COMMITTEE|P|H||H6IL23021|||38.513570800000004|-89.99036819999999|62221|BELLEVILLE|IL
C00001115|FRIENDS OF HAM FISH JR|P|H||H6NY25042|||41.72302825|-73.8219295|12603|POUGHKEEPSIE|NY
C00001156|MICHIGAN LEAGUE OF SAVINGS INSTITUTIONS POLITICAL ACTION COMMITTEE (FEDERAL FUND)|U|Q|||T|SAVINGS ASS'N; UNITED STATES LEAGUE OF|42.67509583333333|-84.52129325|48933|LANSING|MI
C00001164|BROOMFIELD CAMPAIGN COMMITTEE|P|H||H6MI19020|||42.574254499999995|-83.253826|48012|BIRMINGHAM|MI
C00001180|MICHIGAN DOCTORS POLITICAL ACTION COMMITTEE|U|Q|NNE||T|MICHIGAN STATE MEDICAL SOCIETY|42.6991935|-84.4468445|48826|EAST LANSING|MI
C00001198|AMERICAN HOTEL MOTEL POLITICAL ACTION COMMITTEE|U|Q|||T|HOTEL & MOTEL ASS'N; AMERICAN|38.89531540217391|-77.01958254710144|20005|WASHINGTON|DC
C00001214|TEXAS MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE-TEXPAC|U|Q|NNE||T|MEDICAL ASS'N; TEXAS           [AMPAC]|30.319931120481932|-97.75807027710842|78705|AUSTIN|TX
C00001222|JAYHAWK POLITICAL ACTION COMMITTEE (FKA WINN FOR CONGRESS COMMITTEE)|U|N|REP||M|NONE|39.104101066666665|-94.69970146666667|66103|KANSAS CITY|KS
C00001248|COUGHLIN FOR CONGRESS COMMITTEE|P|H||H6PA13020|||40.089595800000005|-75.51483600000002|19404|NORRISTOWN|PA
C00001289|UNION OIL (UNOCAL) POLITICAL AWARENESS FUND|U|Q|UNK||C|UNION OIL COMPANY OF CALIFORNIA|33.94396584158416|-118.29928288118809|90017|LOS ANGELES|CA
C00001297|WYLIE FOR CONGRESS COMMITTEE|P|H|REP|H6OH15039|||39.98950240816327|-82.9981626734694|43215|COLUMBUS|OH
C00001305|REPUBLICAN PARTY OF VIRGINIA|U|Y|REP|||VIRGINIA REPUBLICAN PARTY|37.53787187272727|-77.48557634545455|23219|RICHMOND|VA
C00001313|INDEPENDENT-REPUBLICANS OF MINNESOTA|U|Y|REP|||MINNESOTA REPUBLICAN PARTY|44.846765|-93.2449|55425|BLOOMINGTON|MN
C00001347|HAWAII MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; HAWAII          [AMPAC]|23.99200566666667|-165.5305597777778|96814|HONOLULU|HI
C00001354|INDEPENDENT MEDICINE'S POLITICAL ACTION COMMITTEE-TN (IMPACT)|U|Q|UNK||T|AMERICAN MEDICAL POL ACT CMTE (AMPAC)|36.1671290888889|-86.78986146666668|37203|NASHVILLE|TN
C00001388|MID-AMERICA DAIRYMEN INC AGRICULTURAL & DAIRY EDUCATIONAL POLITICAL TRUST ADEPT|U|Q|||V|DAIRYMEN INC; MID-AMERICAN|37.2539538125|-93.269457875|65802|SPRINGFIELD|MO
C00001396|7TH CONGRESSIONAL DISTRICT DEMOCRATIC PARTY OF WISCONSIN|U|Y|DEM|||DEMOCRATIC PARTY OF WISCONSIN|47.456477|-98.230415|58452|MERSILL|WI
C00001420|MISSOURI MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MISSOURI STATE MEDICAL ASSOCIATION|38.534770272727265|-92.23967436363635|65101|JEFFERSON CITY|MO
C00001446|NATIONAL HOME FURNISHINGS ASSOCIATION PAC|U|Q|UNK||T|HOME FURNISHINGS ASS'N; NAT'L|36.0014385|-80.00525666666667|27261|HIGH POINT|NC
C00001461|ALASKA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|||T|MEDICAL ASS'N; ALASKA          [AMPAC]|61.15772075|-149.747957125|99508|ANCHORAGE|AK
C00001503|YATRON FOR CONGRESS COMTE|P|H||H6PA06024|||40.35301676923076|-75.94564069230769|19602|READING|PA
C00001552|RHODE ISLAND MEDICAL POLITICAL ACTION COMMITTEE (RIMPAC)|U|Q|NNE||T|MEDICAL ASS'N; RHODE ISLAND    [AMPAC]|41.82769961538462|-71.43406653846154|02903|PROVIDENCE|RI
C00001594|COMMITTEE FOR THOROUGH AGRICULTURAL POLITICAL EDUCATION OF ASSOCIATED MILK PRODUCERS, INC|U|Q|UNK||V|MILK PRODUCERS INC; ASSOCIATED|29.463401422222216|-98.49665103333332|78279|SAN ANTONIO|TX
C00001636|TRANSPORTATION POLITICAL EDUCATION LEAGUE|U|Q|||L|TRANSPORTATION UNION; UNITED|41.55917763829786|-81.65604136170215|44107|CLEVELAND|OH
C00001644|STRATTON FOR CONGRESS CAMPAIGN COMMITTEE|P|H|DEM|H6NY28012|||42.81300672727272|-73.9679959090909|12301|SCHENECTADY|NY
C00001685|GEORGIA MEDICAL POLITICAL ACTION COMMITTEE|U|Q|UNK||T|MEDICAL ASS'N; GEORGIA         [AMPAC]|33.828458666666684|-84.40236618918924|30309|ATLANTA|GA
C00001727|BUSINESS INDUSTRY POLITICAL ACTION COMMITTEE|U|Q|UNK||M|NONE|38.89531540217391|-77.01958254710144|20006|WASHINGTON|DC
