TARGET_ID|SRC_CITY|SRC_STATE|YEAR|COUNT|SUM|MEAN|STD
C00000026|URBANA|OH|1986|1.0|500.0|500.0|0.0
C00000042|BARRINGTON|IL|1986|1.0|1000.0|1000.0|0.0
C00000042|LAKE FOREST|IL|1985|1.0|1000.0|1000.0|0.0
C00000117|ALHAMBRA|CA|1985|1.0|750.0|750.0|0.0
C00000117|ALHAMBRA|CA|1986|1.0|750.0|750.0|0.0
C00000117|ANN ARBOR|MI|1985|1.0|972.0|972.0|0.0
C00000117|ANN ARBOR|MI|1986|1.0|501.0|501.0|0.0
C00000117|ARDMORE|PA|1985|1.0|500.0|500.0|0.0
C00000117|BAYPORT|MN|1986|1.0|1000.0|1000.0|0.0
C00000117|CHICAGO|IL|1985|2.0|5500.0|2750.0|3181.9805153394636
C00000117|CHICAGO|IL|1986|1.0|5000.0|5000.0|0.0
C00000117|COLMESNEIL|TX|1985|1.0|500.0|500.0|0.0
C00000117|DALLAS|TX|1985|1.0|500.0|500.0|0.0
C00000117|DULUTH|MN|1985|1.0|1000.0|1000.0|0.0
C00000117|DULUTH|MN|1986|2.0|5000.0|2500.0|2121.3203435596424
C00000117|LAS VEGAS|NV|1986|1.0|1000.0|1000.0|0.0
C00000117|LOS ANGELES|CA|1986|1.0|500.0|500.0|0.0
C00000117|LUTHERVILLE|MD|1986|1.0|500.0|500.0|0.0
C00000117|MOUNT DORA|FL|1986|1.0|500.0|500.0|0.0
C00000117|NEW YORK|NY|1985|1.0|500.0|500.0|0.0
C00000117|NORMAN|OK|1985|1.0|1000.0|1000.0|0.0
C00000117|NORTHBROOK|IL|1986|1.0|500.0|500.0|0.0
C00000117|PITTSBURGH|PA|1985|3.0|2000.0|666.6666666666666|288.6751345948128
C00000117|PROSPECT HEIGHTS|IL|1985|1.0|500.0|500.0|0.0
C00000117|SAN MARINO|CA|1985|2.0|1500.0|750.0|353.55339059327383
C00000117|SAN MARINO|CA|1986|1.0|1000.0|1000.0|0.0
C00000117|TUCSON|AZ|1986|2.0|1000.0|500.0|0.0
C00000125|AMARILLO|TX|1986|1.0|500.0|500.0|0.0
C00000125|BRECKSVILLE|OH|1986|1.0|1000.0|1000.0|0.0
C00000125|CHARLOTTESVILLE|VA|1986|1.0|500.0|500.0|0.0
C00000125|CORPUS CHRISTI|TX|1986|1.0|500.0|500.0|0.0
C00000125|DALLAS|TX|1986|3.0|3000.0|1000.0|0.0
C00000125|FORT WORTH|TX|1986|1.0|500.0|500.0|0.0
C00000125|HOUSTON|TX|1985|1.0|1000.0|1000.0|0.0
C00000125|HOUSTON|TX|1986|84.0|57500.0|684.5238095238095|242.72253365095546
C00000125|KENSINGTON|MD|1986|1.0|1000.0|1000.0|0.0
C00000125|LAFAYETTE|CA|1986|1.0|500.0|500.0|0.0
C00000125|LARKSPUR|CA|1986|1.0|1000.0|1000.0|0.0
C00000125|LOS ANGELES|CA|1986|1.0|1000.0|1000.0|0.0
C00000125|MCLEAN|VA|1986|1.0|500.0|500.0|0.0
C00000125|MIDLAND|TX|1986|2.0|1000.0|500.0|0.0
C00000125|MINNEAPOLIS|MN|1986|1.0|500.0|500.0|0.0
C00000125|MITCHELLVILLE|MD|1986|1.0|500.0|500.0|0.0
C00000125|NEW YORK|NY|1986|2.0|1000.0|500.0|0.0
C00000125|PHILADELPHIA|PA|1986|1.0|500.0|500.0|0.0
C00000125|PITTSBURGH|TX|1985|1.0|1000.0|1000.0|0.0
C00000125|SAN FRANCISCO|CA|1986|4.0|4000.0|1000.0|0.0
C00000125|TOMBALL|TX|1986|2.0|1000.0|500.0|0.0
C00000125|UPPER MARLBORO|MD|1986|1.0|500.0|500.0|0.0
C00000125|WASHINGTON|DC|1986|2.0|1000.0|500.0|0.0
C00000125|WINTER PARK|FL|1986|1.0|1000.0|1000.0|0.0
C00000182|ADA|OK|1985|1.0|1000.0|1000.0|0.0
C00000182|ALBUQUERQUE|NM|1985|1.0|500.0|500.0|0.0
C00000182|ALBURQUERQUE|NM|1986|1.0|1500.0|1500.0|0.0
C00000182|ALEX|VA|1985|1.0|500.0|500.0|0.0
C00000182|ALEXANDRIA|VA|1985|2.0|1500.0|750.0|353.5533905932738
C00000182|ALEXANDRIA|VA|1986|1.0|5000.0|5000.0|0.0
C00000182|ANCHORAGE|AK|1986|1.0|1500.0|1500.0|0.0
C00000182|ANNANDALE|VA|1985|1.0|2000.0|2000.0|0.0
C00000182|ANNANDALE|VA|1986|1.0|1500.0|1500.0|0.0
C00000182|ARLINGTON|VA|1985|2.0|1500.0|750.0|353.55339059327383
C00000182|ARLINGTON|VA|1986|4.0|5250.0|1312.5|375.0
C00000182|ASHEVILLE|NC|1986|1.0|3000.0|3000.0|0.0
C00000182|AUBURN|NC|1986|1.0|1500.0|1500.0|0.0
C00000182|BALA CYNWYD|PA|1985|1.0|1000.0|1000.0|0.0
C00000182|BALTIMORE|MD|1985|2.0|1500.0|750.0|353.5533905932738
C00000182|BALTIMORE|MD|1986|2.0|2000.0|1000.0|707.1067811865476
C00000182|BETHESDA|MD|1985|10.0|19300.0|1930.0|1011.1050060865753
C00000182|BETHESDA|MD|1986|7.0|18219.0|2602.714285714286|1771.2194212167049
C00000182|BOISE|ID|1985|1.0|1000.0|1000.0|0.0
C00000182|BRONXVILLE|NY|1986|1.0|1000.0|1000.0|0.0
C00000182|BROOKLYN|NY|1985|1.0|950.0|950.0|0.0
C00000182|CASA GRANDE|AZ|1985|1.0|1000.0|1000.0|0.0
C00000182|CASA GRANDE|AZ|1986|1.0|1500.0|1500.0|0.0
C00000182|CHAPPAQUA|NY|1985|1.0|500.0|500.0|0.0
C00000182|CHEVY CHASE|MD|1985|8.0|12200.0|1525.0|913.0013299943372
C00000182|CHEVY CHASE|MD|1986|3.0|3975.0|1325.0|303.10889132455355
C00000182|CHGO|IL|1985|1.0|1000.0|1000.0|0.0
C00000182|CHICAGO|IL|1985|5.0|4500.0|900.0|223.606797749979
C00000182|CHICAGO|IL|1986|1.0|1000.0|1000.0|0.0
C00000182|CINCINNATI|OH|1986|1.0|1500.0|1500.0|0.0
C00000182|CLAYTON|MO|1986|1.0|1500.0|1500.0|0.0
C00000182|COLUMBIA|SC|1985|1.0|1000.0|1000.0|0.0
C00000182|COUNCIL BLUFFS|IA|1986|1.0|1500.0|1500.0|0.0
C00000182|DALLAS|TX|1985|4.0|5000.0|1250.0|500.0
C00000182|DENVER|CO|1985|1.0|1000.0|1000.0|0.0
C00000182|DETROIT|MI|1985|1.0|1000.0|1000.0|0.0
C00000182|DOBBS FERRY|NY|1985|1.0|500.0|500.0|0.0
C00000182|DOWNEY|CA|1985|1.0|1000.0|1000.0|0.0
C00000182|ELLENVILLE|NY|1985|1.0|2000.0|2000.0|0.0
C00000182|FAIRFAX STA|VA|1985|1.0|500.0|500.0|0.0
C00000182|FALLS CHURCH|VA|1985|1.0|2000.0|2000.0|0.0
C00000182|FALLS CHURCH|VA|1986|2.0|3000.0|1500.0|0.0
C00000182|FORT WORTH|TX|1985|1.0|1000.0|1000.0|0.0
C00000182|GAINESVL|TX|1985|1.0|1000.0|1000.0|0.0
C00000182|GAITHERSBURG|MD|1985|1.0|1000.0|1000.0|0.0
C00000182|HANEOHE|HI|1986|1.0|500.0|500.0|0.0
C00000182|HILLSBOROUGH|CA|1985|1.0|1000.0|1000.0|0.0
C00000182|HILLSBOROUGH|CA|1986|1.0|1000.0|1000.0|0.0
C00000182|HILTON HEAD|SC|1985|1.0|1000.0|1000.0|0.0
C00000182|HONOLULU|HI|1985|1.0|500.0|500.0|0.0
C00000182|HONOLULU|HI|1986|2.0|1000.0|500.0|0.0
C00000182|HOUSTON|TX|1985|1.0|1000.0|1000.0|0.0
C00000182|INDIANAPOLIS|IN|1985|2.0|3000.0|1500.0|707.1067811865476
C00000182|IRV-ON-THE-HUDSON|NY|1986|1.0|1500.0|1500.0|0.0
C00000182|IRVGTN ON THE HUDS|NY|1985|1.0|1000.0|1000.0|0.0
C00000182|JACKSONVILLE|FL|1985|1.0|500.0|500.0|0.0
C00000182|JACKSONVL|FL|1985|1.0|1000.0|1000.0|0.0
C00000182|JENKINTOWN|PA|1986|1.0|1500.0|1500.0|0.0
C00000182|JOHNSON CITY|TN|1985|1.0|1000.0|1000.0|0.0
C00000182|KANS CITY|MO|1985|1.0|2000.0|2000.0|0.0
C00000182|KANSAS CITY|KS|1986|1.0|500.0|500.0|0.0
C00000182|KEARNEYSVILLE|WV|1986|1.0|1500.0|1500.0|0.0
C00000182|KENSINGTON|MD|1985|1.0|1000.0|1000.0|0.0
C00000182|KNOXVILLE|TN|1985|1.0|1000.0|1000.0|0.0
C00000182|LADUE|MO|1985|1.0|1000.0|1000.0|0.0
C00000182|LAKE FOREST|IL|1985|1.0|1000.0|1000.0|0.0
C00000182|LAKE FOREST|IL|1986|1.0|1000.0|1000.0|0.0
C00000182|LOS ANG|CA|1985|2.0|2500.0|1250.0|1060.6601717798212
C00000182|LOS ANGELES|CA|1985|3.0|5000.0|1666.6666666666667|577.3502691896258
C00000182|LOS ANGELES|CA|1986|2.0|8000.0|4000.0|1414.213562373095
C00000182|LUBBOCK|TX|1985|1.0|2000.0|2000.0|0.0
C00000182|MCKINNEY|TX|1986|2.0|1400.0|700.0|70.71067811865477
C00000182|MCLEAN|VA|1985|1.0|2500.0|2500.0|0.0
C00000182|MCLEAN|VA|1986|1.0|1500.0|1500.0|0.0
C00000182|MEMPHIS|TN|1986|1.0|500.0|500.0|0.0
C00000182|METAIRIE|LA|1985|1.0|10000.0|10000.0|0.0
C00000182|METAIRIE|LA|1986|1.0|15000.0|15000.0|0.0
C00000182|MIAMI|FL|1985|1.0|1000.0|1000.0|0.0
C00000182|MIAMI BEACH|FL|1985|1.0|1000.0|1000.0|0.0
C00000182|MIDLAND|TX|1985|1.0|1000.0|1000.0|0.0
C00000182|MILW|WI|1985|1.0|1000.0|1000.0|0.0
C00000182|MITCHELLVILLE|MD|1986|1.0|1500.0|1500.0|0.0
C00000182|MODESTO|CA|1985|1.0|10000.0|10000.0|0.0
C00000182|MODESTO|CA|1986|1.0|15000.0|15000.0|0.0
C00000182|MORROW|OH|1985|1.0|1000.0|1000.0|0.0
C00000182|NEW ORLEANS|LA|1985|1.0|1000.0|1000.0|0.0
C00000182|NEW ORLEANS|LA|1986|1.0|1500.0|1500.0|0.0
C00000182|NEW YORK|NY|1985|8.0|6775.0|846.875|321.9465073136041
C00000182|NEW YORK|NY|1986|1.0|1500.0|1500.0|0.0
C00000182|NORMAN|OK|1985|1.0|2000.0|2000.0|0.0
C00000182|NORTHBROOK|IL|1985|1.0|500.0|500.0|0.0
C00000182|NY|NY|1985|3.0|3500.0|1166.6666666666667|763.7626158259734
C00000182|OAK BROOK|IL|1985|1.0|1000.0|1000.0|0.0
C00000182|ODESSA|TX|1985|1.0|1000.0|1000.0|0.0
C00000182|OLIVETTE|MO|1985|1.0|1000.0|1000.0|0.0
C00000182|OLIVETTE|MO|1986|1.0|1500.0|1500.0|0.0
C00000182|PHILADELPHIA|PA|1986|4.0|5750.0|1437.5|125.0
C00000182|PIKESVILLE|MD|1985|1.0|2000.0|2000.0|0.0
C00000182|PITTSBURG|PA|1985|1.0|1000.0|1000.0|0.0
C00000182|PITTSBURGH|PA|1986|1.0|1500.0|1500.0|0.0
C00000182|PORT ARTHUR|TX|1985|1.0|3000.0|3000.0|0.0
C00000182|PORT ARTHUR|TX|1986|1.0|3000.0|3000.0|0.0
C00000182|POTOMAC|MD|1985|3.0|6925.0|2308.333333333333|2331.3533265752176
C00000182|POTOMAC|MD|1986|3.0|7307.0|2435.6666666666665|2247.646843552904
C00000182|RANCHO PALOS VERDE|CA|1985|1.0|1000.0|1000.0|0.0
C00000182|RIVER FOREST|IL|1985|1.0|1000.0|1000.0|0.0
C00000182|RIVER FOREST|IL|1986|1.0|1500.0|1500.0|0.0
C00000182|RYE|NY|1986|1.0|4500.0|4500.0|0.0
C00000182|SACRAMENTO|CA|1985|1.0|1000.0|1000.0|0.0
C00000182|SACRAMENTO|CA|1986|1.0|1500.0|1500.0|0.0
C00000182|SALEM|IL|1985|1.0|1000.0|1000.0|0.0
C00000182|SALEM|IL|1986|1.0|2250.0|2250.0|0.0
C00000182|SAN FRANCISCO|CA|1985|1.0|1000.0|1000.0|0.0
C00000182|SANDS PT|NY|1985|1.0|500.0|500.0|0.0
C00000182|SANTA MONICA|CA|1985|1.0|2000.0|2000.0|0.0
C00000182|SCARSDALE|NY|1985|1.0|950.0|950.0|0.0
C00000182|SHERMAN OAKS|CA|1986|1.0|500.0|500.0|0.0
C00000182|SILVER SPRING|MD|1985|1.0|1000.0|1000.0|0.0
C00000182|SINGER ISLAND|FL|1985|1.0|1000.0|1000.0|0.0
C00000182|SKOKIE|IL|1985|1.0|2000.0|2000.0|0.0
C00000182|SOUTHFIELD|MI|1985|1.0|500.0|500.0|0.0
C00000182|SPRINGFIELD|VA|1985|1.0|1000.0|1000.0|0.0
C00000182|ST LOUIS|MO|1985|4.0|4000.0|1000.0|0.0
C00000182|ST LOUIS|MO|1986|1.0|1500.0|1500.0|0.0
C00000182|STATESBORO|GA|1986|1.0|1500.0|1500.0|0.0
C00000182|SYOSSET|NY|1985|1.0|500.0|500.0|0.0
C00000182|TALLAHASSEE|FL|1985|1.0|2000.0|2000.0|0.0
C00000182|TEMPLE|TX|1985|1.0|2000.0|2000.0|0.0
C00000182|TEMPLE|TX|1986|1.0|1000.0|1000.0|0.0
C00000182|VALLEY STREAM|NY|1986|1.0|3000.0|3000.0|0.0
C00000182|VILLA RIDGE|MO|1985|1.0|1000.0|1000.0|0.0
C00000182|VILLA RIDGE|MO|1986|1.0|1500.0|1500.0|0.0
C00000182|WACO|TX|1985|2.0|2000.0|1000.0|0.0
C00000182|WASH|DC|1985|14.0|18250.0|1303.5714285714287|845.1705075386782
C00000182|WASHINGTON|DC|1985|1.0|1000.0|1000.0|0.0
C00000182|WASHINGTON|DC|1986|12.0|14062.0|1171.8333333333333|442.13733640400045
C00000182|WICHITA|KS|1985|1.0|1000.0|1000.0|0.0
C00000182|WILM|DE|1985|1.0|1000.0|1000.0|0.0
C00000422|WASHINGTON|DC|1985|1.0|20.0|20.0|0.0
C00000505|ALEXANDRIA|VA|1985|2.0|1500.0|750.0|353.5533905932738
C00000505|ALHAMBRA|CA|1985|1.0|500.0|500.0|0.0
C00000505|ANNANDALE|VA|1985|1.0|750.0|750.0|0.0
C00000505|ANTIOCH|CA|1986|1.0|500.0|500.0|0.0
C00000505|APPLE VALLEY|CA|1986|1.0|500.0|500.0|0.0
C00000505|ARCADIA|CA|1985|1.0|500.0|500.0|0.0
C00000505|ARCADIA|CA|1986|1.0|500.0|500.0|0.0
C00000505|ARLINGTON|VA|1985|1.0|500.0|500.0|0.0
C00000505|ASTORIA|OR|1986|1.0|1000.0|1000.0|0.0
C00000505|AUGUSTA|GA|1986|1.0|1000.0|1000.0|0.0
C00000505|BELMONT|CA|1985|1.0|1000.0|1000.0|0.0
C00000505|BEVERLY HILLS|CA|1985|1.0|500.0|500.0|0.0
C00000505|BOCA RATON|FL|1986|1.0|1000.0|1000.0|0.0
C00000505|CALABASAS|CA|1986|1.0|500.0|500.0|0.0
C00000505|CAMERON PARK|CA|1985|1.0|500.0|500.0|0.0
C00000505|CAMERON PARK|CA|1986|1.0|1000.0|1000.0|0.0
C00000505|CARSON|CA|1985|1.0|500.0|500.0|0.0
C00000505|CARSON|CA|1986|3.0|2500.0|833.3333333333335|288.6751345948129
C00000505|CERRITOS|CA|1985|1.0|500.0|500.0|0.0
C00000505|CERRITOS|CA|1986|1.0|500.0|500.0|0.0
C00000505|COSTA MESA|CA|1985|1.0|500.0|500.0|0.0
C00000505|COSTA MESA|CA|1986|1.0|1000.0|1000.0|0.0
C00000505|COTTAGE CITY|MO|1985|1.0|500.0|500.0|0.0
C00000505|DOWNEY|CA|1985|1.0|500.0|500.0|0.0
C00000505|DOWNEY|CA|1986|1.0|625.0|625.0|0.0
C00000505|EL DORADO HILLS|CA|1986|1.0|1000.0|1000.0|0.0
C00000505|ENCINO|CA|1986|2.0|1000.0|500.0|0.0
C00000505|FULLERTON|CA|1986|2.0|1000.0|500.0|0.0
C00000505|GARDEN GROVE|CA|1986|1.0|500.0|500.0|0.0
C00000505|GARDENA|CA|1985|1.0|1000.0|1000.0|0.0
C00000505|HAWTHORNE|CA|1986|1.0|500.0|500.0|0.0
C00000505|HERMOSA BEACH|CA|1986|1.0|500.0|500.0|0.0
C00000505|HUNTINGTON BEACH|CA|1985|4.0|2000.0|500.0|0.0
C00000505|HUNTINGTON BEACH|CA|1986|4.0|2000.0|500.0|0.0
C00000505|IRVINE|CA|1986|4.0|2500.0|625.0|250.00000000000006
C00000505|IRVINGTON|NY|1986|2.0|1000.0|500.0|0.0
C00000505|LA PALMA|CA|1986|2.0|1000.0|500.0|0.0
C00000505|LAHABRA|CA|1985|1.0|500.0|500.0|0.0
C00000505|LAKEWOOD|CA|1986|1.0|1000.0|1000.0|0.0
C00000505|LONG BEACH|CA|1985|11.0|5500.0|500.0|0.0
C00000505|LONG BEACH|CA|1986|16.0|9000.0|562.5|170.78251276599332
C00000505|LOS ALAMITOS|CA|1985|1.0|500.0|500.0|0.0
C00000505|LOS ANGELES|CA|1985|7.0|5000.0|714.2857142857143|267.2612419124244
C00000505|LOS ANGELES|CA|1986|8.0|6000.0|750.0|267.2612419124244
C00000505|LOUISVILLE|KY|1986|1.0|1000.0|1000.0|0.0
C00000505|MANHATTAN BEACH|CA|1985|2.0|1000.0|500.0|0.0
C00000505|MCMINNVILLE|OR|1986|1.0|500.0|500.0|0.0
C00000505|MIDDLEBURG|VA|1985|1.0|500.0|500.0|0.0
C00000505|NEW YORK|NY|1986|1.0|1000.0|1000.0|0.0
C00000505|NEWPORT BEACH|CA|1986|4.0|3000.0|750.0|288.6751345948129
C00000505|NORTHRIDGE|CA|1985|1.0|500.0|500.0|0.0
C00000505|NORTHRIDGE|CA|1986|2.0|1250.0|625.0|176.77669529663692
C00000505|OMAHA|NE|1985|1.0|500.0|500.0|0.0
C00000505|PALOS VERDES|CA|1986|1.0|500.0|500.0|0.0
C00000505|PALOS VERDES ESTAT|CA|1986|1.0|500.0|500.0|0.0
C00000505|PALOS VERDES PENN|CA|1985|2.0|1500.0|750.0|353.55339059327383
C00000505|PARAMOUNT|CA|1985|2.0|1000.0|500.0|0.0
C00000505|PARAMOUNT|CA|1986|1.0|500.0|500.0|0.0
C00000505|PLACENTIA|CA|1986|1.0|500.0|500.0|0.0
C00000505|PLEASANTON|CA|1986|1.0|500.0|500.0|0.0
C00000505|RANCHO PALOS VERDE|CA|1985|3.0|2000.0|666.6666666666666|288.6751345948128
C00000505|RANCHO PALOS VERDE|CA|1986|4.0|2675.0|668.75|235.7390859969273
C00000505|RANCHO SANTA FE|CA|1985|1.0|500.0|500.0|0.0
C00000505|RANCHO SANTA FE|CA|1986|1.0|500.0|500.0|0.0
C00000505|REDONDO BEACH|CA|1985|1.0|500.0|500.0|0.0
C00000505|REDONDO BEACH|CA|1986|6.0|4000.0|666.6666666666666|258.1988897471611
C00000505|ROLLING HILLS|CA|1985|1.0|500.0|500.0|0.0
C00000505|ROLLING HILLS|CA|1986|1.0|500.0|500.0|0.0
C00000505|ROLLING HILLS ESTA|CA|1986|1.0|500.0|500.0|0.0
C00000505|ROLLING HILLS ESTE|CA|1985|1.0|500.0|500.0|0.0
C00000505|ROLLING HILLS ESTS|CA|1986|1.0|1000.0|1000.0|0.0
C00000505|SACRAMENTO|CA|1986|4.0|2000.0|500.0|0.0
C00000505|SAN BERNARDINO|CA|1986|2.0|1000.0|500.0|0.0
C00000505|SAN FRANCISCO|CA|1986|2.0|1000.0|500.0|0.0
C00000505|SAN JUAN CAPISTRAN|CA|1986|1.0|500.0|500.0|0.0
C00000505|SAN NUYS|CA|1985|1.0|500.0|500.0|0.0
C00000505|SAN PEDRO|CA|1985|4.0|3000.0|750.0|288.67513459481285
C00000505|SAN PEDRO|CA|1986|7.0|4000.0|571.4285714285714|188.98223650461364
C00000505|SAN RAFAEL|CA|1986|1.0|500.0|500.0|0.0
C00000505|SANTA ANA|CA|1986|1.0|500.0|500.0|0.0
C00000505|SANTA BARBARA|CA|1985|1.0|500.0|500.0|0.0
C00000505|SANTA FE SPRINGS|CA|1985|1.0|500.0|500.0|0.0
C00000505|SANTA MONICA|CA|1986|1.0|825.0|825.0|0.0
C00000505|SCRANTON|PA|1986|1.0|1000.0|1000.0|0.0
C00000505|SEAL BEACH|CA|1985|2.0|1500.0|750.0|353.55339059327383
C00000505|SILVER SPRING|MD|1986|1.0|500.0|500.0|0.0
C00000505|SIMI VALLEY|CA|1986|1.0|500.0|500.0|0.0
C00000505|SUN VALLEY|CA|1986|1.0|500.0|500.0|0.0
C00000505|TAMPA|FL|1985|1.0|750.0|750.0|0.0
C00000505|TORRANCE|CA|1985|3.0|2000.0|666.6666666666666|288.6751345948129
C00000505|TORRANCE|CA|1986|9.0|6375.0|708.3333333333334|250.00000000000003
C00000505|UPLAND|CA|1986|1.0|500.0|500.0|0.0
C00000505|VALENCIA|CA|1986|1.0|500.0|500.0|0.0
C00000505|WASHINGTON|DC|1985|1.0|500.0|500.0|0.0
C00000505|WASHINGTON|DC|1986|3.0|2000.0|666.6666666666666|288.6751345948129
C00000505|WESTMINSTER|CA|1985|1.0|500.0|500.0|0.0
C00000505|WHITTIER|CA|1986|1.0|500.0|500.0|0.0
